"data_test$Id","SalePrice"
1813,150636.16308506
1814,103501.567201609
1815,73969.1935745178
1816,92851.8772938003
1817,115517.346724712
1818,165778.414105121
1819,136664.177373308
1820,19776.6439309685
1821,88041.2486426995
1822,149211.361029336
1823,18300.2118210886
1824,123861.70482547
1825,163328.25814007
1826,101708.677526219
1827,104314.383246061
1828,140815.80425853
1829,120120.02173177
1830,152009.495795083
1831,155122.591524408
1832,94027.1099056637
1833,140507.50992821
1834,115011.192584619
1835,142394.481059175
1836,135429.719863484
1837,81628.0826068413
1838,101416.835694037
1839,119876.418032995
1840,150001.815304623
1841,138588.484920867
1842,75295.708529268
1843,143659.177702741
1844,135755.241363313
1845,144288.490953859
1846,156663.942585202
1847,167036.990968359
1848,91903.8711728525
1849,102135.46692009
1850,102628.59599858
1851,143285.974612164
1852,107483.817335411
1853,116455.143796745
1854,168583.090543044
1855,153905.981434754
1856,216691.13222308
1857,128173.362728421
1858,146917.033965882
1859,103257.253472735
1860,151387.153517367
1861,108376.462194469
1862,287908.015177723
1863,275359.414093758
1864,275384.331450087
1865,369187.510649076
1866,345621.796441413
1867,218581.922759133
1868,286866.027651296
1869,206106.06633871
1870,223409.562212912
1871,251465.709739692
1872,169297.024084926
1873,238889.860989581
1874,149816.746864295
1875,188109.281993853
1876,201423.660373296
1877,208480.337482929
1878,199107.349162825
1879,142434.979183676
1880,128679.792500218
1881,241125.201453634
1882,241240.398154652
1883,174857.741241463
1884,204085.999404399
1885,227546.444889313
1886,281878.400217051
1887,211225.924823873
1888,267152.145108732
1889,165525.207810424
1890,97906.0126046244
1891,96260.1167834118
1892,104493.332520527
1893,136001.649805984
1894,114671.670904179
1895,135896.888516024
1896,129704.109933755
1897,124165.323299926
1898,96525.3553793491
1899,156858.203774274
1900,157173.068096549
1901,190301.732353881
1902,176375.804902058
1903,237047.159537811
1904,160284.686706111
1905,202617.072083262
1906,173179.472240429
1907,238648.815772677
1908,112603.766663644
1909,123666.407878841
1910,126918.19181231
1911,226936.94572036
1912,317540.243001445
1913,141685.040492147
1914,44082.7224674029
1915,335595.824718713
1916,52073.2652627043
1917,233807.588013712
1918,128407.458789917
1919,153224.938250259
1920,167222.273585227
1921,379136.694776378
1922,348043.924557316
1923,222924.779340149
1924,228946.874843117
1925,195771.476439174
1926,385357.808859316
1927,130618.719492324
1928,174868.246577443
1929,120762.187221968
1930,115884.983668543
1931,124708.953733202
1932,134030.473229769
1933,213341.137307448
1934,186264.147796192
1935,160557.908873521
1936,207641.949891226
1937,175810.43152169
1938,169654.977185124
1939,264701.400347161
1940,204288.891370575
1941,167674.052229161
1942,154428.528968822
1943,238823.890547839
1944,364225.824487384
1945,405236.032720727
1946,169309.70002891
1947,99291.346992283
1948,179943.554513831
1949,228428.606166966
1950,186548.220491846
1951,238963.988746882
1952,201865.966181606
1953,177369.203945977
1954,181593.685048935
1955,135525.459910414
1956,288895.237408397
1957,153774.086040945
1958,256308.87554941
1959,131436.466518329
1960,99933.2640205697
1961,126167.515099003
1962,88271.1529518006
1963,104914.119559348
1964,110949.534396086
1965,140019.08142269
1966,138534.269663689
1967,309223.417339295
1968,382886.641282316
1969,391676.33542332
1970,409400.737846702
1971,473246.656191621
1972,381426.641171918
1973,276966.58067944
1974,330122.518277023
1975,362972.475189503
1976,278303.034615639
1977,358721.290793441
1978,337597.929619064
1979,337889.577652333
1980,205199.256030374
1981,367746.597311329
1982,222375.031262745
1983,201104.006188833
1984,169755.468438554
1985,224480.352886224
1986,209882.536406879
1987,207435.066626956
1988,168876.974161086
1989,186536.381338509
1990,206410.323411261
1991,233660.707418763
1992,226051.297804717
1993,155164.24152101
1994,236881.126317964
1995,182277.891451562
1996,278679.453591746
1997,331400.723602414
1998,322991.050573483
1999,294757.134339301
2000,322368.851029499
2001,272333.627376354
2002,241690.67429527
2003,248690.839070984
2004,279312.092047528
2005,210187.745028039
2006,232193.624063384
2007,243967.906158733
2008,232322.736965329
2009,212584.989318583
2010,195492.231861188
2011,129193.130015457
2012,174316.415190763
2013,182513.014314708
2014,186313.457200155
2015,220362.80276732
2016,196140.687754107
2017,200384.971786315
2018,104910.748142665
2019,135543.529141764
2020,75893.4063902906
2021,97362.4449239626
2022,207717.105169081
2023,149343.364713371
2024,286038.724035379
2025,381710.273964126
2026,170293.025913693
2027,156910.85569257
2028,154748.193190043
2029,172753.530061744
2030,287371.755440115
2031,259660.416249976
2032,274270.591639441
2033,280231.037260972
2034,187100.206493381
2035,234800.963050435
2036,203830.164236275
2037,225028.337304655
2038,361121.509023601
2039,226034.586619309
2040,344307.289976507
2041,297288.665461155
2042,198301.041911715
2043,187281.176961841
2044,169760.501187017
2045,200087.534915188
2046,159789.900324876
2047,140667.81544149
2048,138823.010813967
2049,137379.394675374
2050,164704.457054111
2051,96621.7130022052
2052,116712.794263131
2053,143289.04781845
2054,100968.430949643
2055,168024.241658276
2056,127047.285629575
2057,97203.0376790341
2058,207404.925383655
2059,130305.222593602
2060,186518.37612376
2061,170697.02572029
2062,125797.272585949
2063,114381.418942672
2064,140313.87609754
2065,79102.1028358134
2066,163759.085786125
2067,98737.9685204992
2068,157699.892201338
2069,84690.9704675103
2070,116748.161009189
2071,100840.145904526
2072,146976.891188496
2073,116597.01064474
2074,184956.338123434
2075,166203.501072546
2076,113812.095081468
2077,169715.102624618
2078,128468.220797386
2079,121627.657004396
2080,120160.055877967
2081,124030.316625853
2082,134090.316685019
2083,157700.397856602
2084,112436.543227311
2085,116094.499994817
2086,99949.3605878301
2087,123679.65678588
2088,98064.1415882933
2089,68101.1669610226
2090,117104.446367685
2091,123680.417870426
2092,135121.462009919
2093,144701.239488048
2094,105552.331636408
2095,178454.251783536
2096,79387.9598794238
2097,103525.156593621
2098,170045.206336208
2099,64071.3335054126
2100,131627.488234313
2101,103862.948491864
2102,94343.4523331562
2103,100690.631314934
2104,110611.851956124
2105,139385.019965324
2106,152908.187430295
2107,188761.382480746
2108,119886.710318176
2109,122163.836911647
2110,117550.838322847
2111,136826.317453075
2112,146947.748395041
2113,122449.60142929
2114,117918.645898341
2115,166798.960068873
2116,118284.367306389
2117,152652.841391183
2118,116025.65865703
2119,117476.010367238
2120,94461.9003869683
2121,99358.685887481
2122,123618.097358362
2123,79105.4838335845
2124,170423.131591428
2125,122680.671950926
2126,146950.938379222
2127,204130.797438974
2128,126283.27865836
2129,52991.8295069633
2130,143312.835513469
2131,110373.233336165
2132,110632.892045259
2133,119259.033148673
2134,111343.419772359
2135,91946.15018531
2136,62140.7257807026
2137,102942.936015396
2138,124645.902160714
2139,134395.743463961
2140,149707.381488927
2141,161071.437907144
2142,129443.66570253
2143,154930.205600636
2144,126227.705848198
2145,140483.068487053
2146,189517.618541055
2147,128379.177796469
2148,115995.536511379
2149,125912.744071561
2150,226530.87872786
2151,120403.867153198
2152,191170.982395405
2153,193760.471484334
2154,109995.509885281
2155,128594.602596705
2156,275386.579643321
2157,233282.409706375
2158,242031.169522299
2159,211415.738198968
2160,184643.926098726
2161,233255.246259122
2162,407475.765243979
2163,364302.18295565
2164,247100.172329971
2165,190179.976805402
2166,160293.358423861
2167,225989.163123794
2168,200242.65465389
2169,193893.518369835
2170,214523.497128018
2171,158798.374997508
2172,132462.795566995
2173,183368.86169884
2174,222624.296652874
2175,300099.069198304
2176,308022.799156279
2177,239789.88540723
2178,214306.974924474
2179,123620.782549983
2180,229169.522431183
2181,189683.61670287
2182,213456.511475562
2183,187218.671535036
2184,117849.450467057
2185,106764.385339517
2186,153863.795537065
2187,134392.434575322
2188,142204.929319285
2189,301551.443503841
2190,90103.258900932
2191,66102.8836736996
2192,86034.0384466998
2193,128712.356057046
2194,95765.1103200986
2195,130372.773396201
2196,111553.245671529
2197,131227.895982994
2198,159131.618869517
2199,194681.657295342
2200,153567.610473204
2201,153749.051769603
2202,209379.746862555
2203,135720.201479293
2204,201953.589318612
2205,132220.363026993
2206,160636.401226925
2207,229531.425564664
2208,259371.496700247
2209,273256.262254523
2210,122713.282626831
2211,114154.580653885
2212,124301.265578109
2213,113664.348238808
2214,137817.629210192
2215,106533.396943898
2216,172490.753684116
2217,6873.32093110123
2218,99030.9888744194
2219,78601.1410684786
2220,16671.9839937648
2221,332058.051752719
2222,296539.868866381
2223,274287.193305724
2224,198464.809132271
2225,114446.633029049
2226,200405.771426156
2227,192252.089239742
2228,273844.364806592
2229,259054.519288826
2230,159489.885586967
2231,211818.85576637
2232,183477.255964038
2233,179345.688016878
2234,241741.59055222
2235,222653.56858202
2236,254580.490348277
2237,306679.382452285
2238,190269.531850247
2239,104912.216503611
2240,148317.315898731
2241,138567.778633004
2242,123627.376168027
2243,122543.86999685
2244,110677.338099163
2245,129603.874650082
2246,130553.390865384
2247,120714.651405921
2248,126640.561578352
2249,119691.976873814
2250,126983.015745895
2251,161028.424930483
2252,193047.309700425
2253,154440.146002481
2254,175250.666068684
2255,185251.002234692
2256,163811.483214134
2257,213574.084872638
2258,145053.104405333
2259,176814.900017583
2260,130142.531714855
2261,216954.61738722
2262,238352.093918052
2263,371247.564808219
2264,483138.219221191
2265,141198.731236216
2266,338389.226442194
2267,383151.489671956
2268,455046.656719958
2269,144758.196611809
2270,183741.655875374
2271,210728.135944661
2272,179488.882591137
2273,144808.410666776
2274,177086.817496475
2275,161925.187659809
2276,189684.382922898
2277,184125.11308062
2278,144304.326266836
2279,124898.044154352
2280,113901.44463542
2281,147364.695285793
2282,163140.453839684
2283,105153.485462001
2284,118116.889272911
2285,152826.083811228
2286,122721.739456741
2287,383660.073665693
2288,293600.454958759
2289,343851.537612243
2290,448221.201603084
2291,341406.396530554
2292,450676.254963579
2293,453929.375660282
2294,395537.444118274
2295,501826.889617736
2296,289659.354899735
2297,356446.760794221
2298,368985.027550679
2299,335973.39630493
2300,327633.246775382
2301,317615.514356309
2302,259203.675517231
2303,252192.705119398
2304,259195.553505843
2305,209032.483274071
2306,200898.18768812
2307,202180.439408963
2308,230419.544348596
2309,313259.102915099
2310,219520.095857287
2311,210896.199032494
2312,184304.196245926
2313,169712.755904539
2314,191906.311156908
2315,186324.034031286
2316,202170.636325481
2317,194417.742256382
2318,187932.314178446
2319,193200.768997394
2320,186631.495368189
2321,240530.746476505
2322,195196.42655428
2323,197465.219215159
2324,172390.327859064
2325,214135.381035443
2326,154239.382030733
2327,199935.986707091
2328,217777.824804027
2329,191713.301809367
2330,182526.076811877
2331,341625.087115981
2332,409823.310808197
2333,323362.690023861
2334,269329.391925249
2335,291108.492344301
2336,325426.495247978
2337,198789.437280349
2338,264376.948201758
2339,217606.516831453
2340,432583.480028396
2341,196126.78701807
2342,233241.410915803
2343,222390.836124656
2344,216607.049089834
2345,230353.480742762
2346,224207.48906449
2347,208328.538643647
2348,255183.916784174
2349,210307.05225268
2350,298177.925583772
2351,275241.905607999
2352,245052.700453896
2353,249991.252738018
2354,165482.132937195
2355,147619.371310479
2356,149911.446373938
2357,192784.242975501
2358,200577.203610849
2359,128424.254767458
2360,108421.46325952
2361,155862.440857207
2362,258657.329175588
2363,128798.738663715
2364,148137.802757577
2365,210660.975793038
2366,193833.977007854
2367,219850.377327423
2368,217649.850747311
2369,219912.292273369
2370,167482.221634975
2371,162386.041286407
2372,191985.5601266
2373,286569.675669088
2374,312316.873220195
2375,253743.573534608
2376,284326.440001835
2377,344918.986639476
2378,142884.494108514
2379,232650.745789382
2380,139656.635181682
2381,168154.264787145
2382,203746.980658229
2383,195880.153811247
2384,231447.915208443
2385,151051.357656814
2386,121892.951046365
2387,125616.016136018
2388,102137.350150073
2389,107468.885274662
2390,141657.914102215
2391,133204.494796792
2392,118926.074664047
2393,164173.18313502
2394,141399.15844841
2395,217111.086128738
2396,131926.386390895
2397,218208.827662492
2398,128571.863711842
2399,76114.3476903351
2400,75436.8706041864
2401,149371.878700634
2402,130107.964914382
2403,148527.275466056
2404,149459.698476586
2405,153885.760039007
2406,140725.38106557
2407,125950.682276764
2408,122163.91816509
2409,107883.80327796
2410,179667.325586367
2411,112005.817726302
2412,157374.042676011
2413,118893.070327317
2414,169827.127051089
2415,135051.726731334
2416,123929.787760032
2417,140470.918748965
2418,137438.210118227
2419,128235.570986531
2420,122148.62571245
2421,363110.000994686
2422,102793.400379655
2423,123575.63451621
2424,126542.646802943
2425,222533.756048766
2426,137959.664947105
2427,143509.097024377
2428,185670.543743832
2429,94481.2888925143
2430,123754.177531939
2431,88952.5313527368
2432,156848.341429526
2433,156496.183663064
2434,147676.643789869
2435,170657.518784841
2436,108029.174190391
2437,94137.6195627966
2438,109388.195446477
2439,87280.3825304225
2440,126970.071842517
2441,82315.6790830497
2442,94087.3393746563
2443,141211.843180601
2444,124529.200020375
2445,85357.5482067916
2446,147110.349928676
2447,198661.031863663
2448,129938.620023733
2449,111238.908299446
2450,154612.116520145
2451,113215.75553215
2452,195012.973146081
2453,100200.33062723
2454,125468.498009112
2455,105920.203150814
2456,157972.111302247
2457,145529.92870365
2458,130720.099000092
2459,119755.086856509
2460,134398.861085479
2461,132775.060799974
2462,133771.236721067
2463,125839.657875503
2464,198250.438439721
2465,130605.298101174
2466,112762.073257914
2467,111881.033628002
2468,78802.5392624638
2469,85481.5534944971
2470,209367.990087206
2471,227467.238543573
2472,178603.745368926
2473,136413.118950168
2474,124166.950195646
2475,208434.581752218
2476,120562.179058073
2477,122691.34896142
2478,149958.658267812
2479,103296.00071697
2480,165516.839367028
2481,117755.609032605
2482,100681.183970957
2483,103105.824369578
2484,121822.098300812
2485,128371.426189959
2486,167650.729070757
2487,182495.866949171
2488,169880.676706768
2489,146733.569545416
2490,136815.253379389
2491,83483.3616674063
2492,178233.636556995
2493,143135.94787675
2494,138736.025293042
2495,76497.1767938785
2496,217978.631833456
2497,162559.082819352
2498,112976.340236992
2499,82373.1025420291
2500,132676.365986587
2501,142059.887036432
2502,156928.452583436
2503,103682.975468259
2504,477543.442870942
2505,225706.433076916
2506,253077.241217978
2507,283991.458393842
2508,251832.178055355
2509,207539.182071
2510,212653.379486772
2511,173912.22794058
2512,207830.705736864
2513,220717.156082362
2514,331463.029858328
2515,162225.916826413
2516,172276.329394488
2517,160924.255876911
2518,151083.675154694
2519,243922.825285429
2520,222186.875349715
2521,179078.806570877
2522,219952.659069656
2523,108617.879999092
2524,136367.364669481
2525,152529.622625521
2526,159640.802616256
2527,117439.84728536
2528,150773.493331631
2529,98274.9696603118
2530,124866.136339845
2531,260745.257910409
2532,221177.930715296
2533,190034.362152487
2534,243444.588305353
2535,286893.260886344
2536,231605.361678783
2537,262143.52880862
2538,190969.704026178
2539,177598.080925201
2540,187600.465206409
2541,175166.371411695
2542,165494.824148336
2543,98807.3596174141
2544,125837.069842852
2545,130193.450111331
2546,111270.351312647
2547,134207.145781855
2548,149629.886423326
2549,158409.798107921
2550,709157.983232855
2551,140950.562428684
2552,139947.456772074
2553,56678.6733398223
2554,81525.2740323272
2555,97184.8253914824
2556,98566.3029396892
2557,98917.9220282725
2558,173871.307012021
2559,162481.164775603
2560,155160.623366067
2561,154794.166457353
2562,156603.251955611
2563,168665.160444797
2564,212209.460229804
2565,163014.445936172
2566,166346.371952317
2567,147376.07679519
2568,232655.280822814
2569,231969.328748709
2570,117281.992225522
2571,218224.57526158
2572,176618.025547569
2573,219172.809019238
2574,165105.477315909
2575,142615.446017203
2576,122499.749796289
2577,159030.480308338
2578,65061.8125968091
2579,60051.7320784366
2580,77175.0931131897
2581,113011.551452378
2582,112575.953084531
2583,298210.942025901
2584,173648.701378235
2585,183323.098567474
2586,219879.484884493
2587,203641.041066142
2588,142323.07573876
2589,139716.089031756
2590,197631.441093462
2591,224876.407603313
2592,217697.680743974
2593,240420.787709398
2594,176849.47515348
2595,209582.850383641
2596,279617.660985875
2597,188578.85658808
2598,277465.962418846
2599,381860.544727674
2600,501669.409732212
2601,122228.511006394
2602,72456.0788903837
2603,98991.4878620792
2604,93125.8832709616
2605,61745.0022301377
2606,135788.803452294
2607,201770.031953435
2608,187755.86089722
2609,158507.744860521
2610,108955.150582705
2611,232141.956701541
2612,160654.95454696
2613,125070.453092807
2614,115306.178540113
2615,154635.423164258
2616,143360.425643616
2617,208257.031333188
2618,187992.485111439
2619,201703.237452725
2620,190697.995172261
2621,171918.796175579
2622,180526.886367943
2623,242003.829169832
2624,286959.515702439
2625,295598.325068535
2626,175681.515274037
2627,183055.935517538
2628,482981.162695142
2629,522682.325363049
2630,403130.599601283
2631,504519.14156773
2632,430031.369223443
2633,333842.58469006
2634,424408.977236336
2635,133517.95000138
2636,172451.736957007
2637,178852.467854351
2638,262055.960305193
2639,187183.825299532
2640,148160.285247138
2641,102610.313727767
2642,171349.954245954
2643,107128.855314766
2644,112372.810632569
2645,111268.563024399
2646,93679.4175270151
2647,95194.725547108
2648,158413.748094882
2649,147477.124311947
2650,135593.03196889
2651,135877.609212582
2652,405424.84601583
2653,259875.800023501
2654,268825.122866923
2655,415147.103128326
2656,346265.590785636
2657,380556.268684133
2658,316123.540552338
2659,319038.430374054
2660,348667.231886925
2661,380474.304130965
2662,381199.092221147
2663,273272.101348123
2664,302617.03848599
2665,360489.182288764
2666,313755.630499584
2667,178449.115503591
2668,189015.854037087
2669,192052.816722768
2670,278520.951250689
2671,186620.882915508
2672,198027.640836728
2673,202174.83869349
2674,193197.098873686
2675,189869.315063583
2676,186557.804945971
2677,201346.216922136
2678,233144.787836089
2679,266172.000880545
2680,293769.892932535
2681,420699.084266889
2682,308602.509874477
2683,495960.918339551
2684,315050.628055368
2685,323945.482421787
2686,263780.099550293
2687,296672.902781733
2688,218181.792064817
2689,217559.046641254
2690,406287.755446405
2691,191635.202525495
2692,157676.346891274
2693,207840.032917577
2694,142211.440553075
2695,196468.415978314
2696,184731.883744018
2697,192770.301596474
2698,215614.760291866
2699,172723.10388507
2700,144507.387012985
2701,129973.406805593
2702,86395.7860147132
2703,105905.349705596
2704,141821.610777559
2705,107546.783915892
2706,81182.3219456661
2707,89146.6800991699
2708,142698.429754335
2709,112270.050799023
2710,134050.172296125
2711,427945.609880104
2712,396115.283545813
2713,165092.372103689
2714,143633.09962947
2715,174346.488324248
2716,129606.210957203
2717,186471.717719399
2718,218768.764571889
2719,160537.732137166
2720,177020.036581717
2721,126480.409897665
2722,164755.514545431
2723,125524.965693094
2724,113220.229147918
2725,122591.734538315
2726,156398.943624149
2727,182776.83221098
2728,167060.887324357
2729,150789.141734547
2730,153637.659807214
2731,120861.141550809
2732,136335.323344888
2733,160913.811405938
2734,131976.163218062
2735,141594.016817164
2736,140719.928762307
2737,122270.281454177
2738,123541.646406224
2739,146416.917003178
2740,129224.473765637
2741,141919.314113788
2742,148159.303641951
2743,163257.744931125
2744,164402.930740171
2745,138067.113371975
2746,144440.182754515
2747,141763.5983936
2748,108523.936435478
2749,131417.727977918
2750,117149.961484279
2751,133130.856772584
2752,156870.362031083
2753,161687.434152366
2754,247881.318874743
2755,135964.335479642
2756,98464.4712713817
2757,57854.7607614465
2758,83218.3458609162
2759,166906.712755926
2760,134191.955475753
2761,135935.507085604
2762,131539.615961171
2763,182360.635568909
2764,138837.475346505
2765,263367.580884378
2766,148499.103726305
2767,80079.5444496764
2768,124367.669807978
2769,143904.01688775
2770,130748.309567684
2771,89598.6813013988
2772,103589.840346201
2773,184661.158999595
2774,165914.825526474
2775,131325.165765084
2776,140076.199061083
2777,148210.706477518
2778,119081.752393127
2779,133934.155524363
2780,91630.4301218016
2781,95758.0081777229
2782,97805.8643822138
2783,121858.81346845
2784,130663.588410869
2785,141666.535590469
2786,57489.2328038484
2787,124120.086427876
2788,73506.7826195402
2789,168693.728359445
2790,90329.7638767898
2791,129003.38021621
2792,69279.9545511835
2793,153188.40436506
2794,98581.8366798567
2795,116536.398494395
2796,101392.456853686
2797,251425.21304561
2798,115823.180984999
2799,104091.782224105
2800,61067.4168490063
2801,101045.357594767
2802,130000.945985065
2803,179733.945671468
2804,126284.436107837
2805,103723.119096463
2806,66952.5590531718
2807,265208.954334604
2808,154822.302592831
2809,127880.335077972
2810,123618.001827949
2811,172081.060976673
2812,178015.248390166
2813,146926.222162638
2814,161213.409100408
2815,98954.4887228768
2816,229529.840344077
2817,150883.919877451
2818,129073.26473149
2819,178314.150035049
2820,140165.677468066
2821,102986.540818442
2822,161860.830499725
2823,331111.744740159
2824,186334.916694562
2825,139003.591318182
2826,133657.276728189
2827,131241.288192876
2828,235991.158515386
2829,206893.907880946
2830,237111.819540177
2831,172117.846203993
2832,256904.070086973
2833,306507.299848998
2834,237758.864107563
2835,220515.052840328
2836,194596.085966389
2837,157882.952589349
2838,150807.384521404
2839,161645.044616124
2840,208766.741355768
2841,199965.827031686
2842,217847.458371784
2843,149175.017785439
2844,173659.50249362
2845,125418.09503469
2846,206271.561316553
